396.86,3.940002
397.01,4.799988
397.15,4.52002
397.3,4.859985
397.45,3.700012
397.6,5.140015
397.75,4.780029
397.9,5.820007
398.05,6.219971
398.2,6.900024
398.35,5.780029
398.5,6.119995
398.65,5.719971
398.8,6.5
398.95,6.539978
399.1,5.539978
399.25,6
399.4,4.900024
399.55,5.599976
399.7,4.47998
399.85,4.76001
400,4.76001
400.14,4.76001
400.29,4.440002
400.44,5.580017
400.59,5.539978
400.74,4.640015
400.89,5.799988
401.04,4.460022
401.19,5.02002
401.34,4.73999
401.49,4.799988
401.64,5.359985
401.79,5.619995
401.93,4.179993
402.08,5.719971
402.23,5.039978
402.38,5
402.53,5.419983
402.68,6.52002
402.83,6.719971
402.98,8.679993
403.13,9.380005
403.27,10.21997
403.42,11.91998
403.57,14.46002
403.72,22.20001
403.87,151.38
404.02,449.64
404.17,719.36
404.31,923.22
404.46,1060.82
404.61,1131.28
404.76,1110.32
404.91,906.78
405.06,650.26
405.21,513.88
405.35,426.98
405.5,361.24
405.65,304.16
405.8,259.42
405.95,227.72
406.1,198.34
406.24,169.28
406.39,143.02
406.54,118.42
406.69,97.47998
406.84,78.97998
406.99,73.97998
407.13,100.02
407.28,126.58
407.43,143.98
407.58,155.2
407.73,159.56
407.87,155.36
408.02,133.52
408.17,97.88
408.32,76.62
408.47,64.47998
408.61,56.58002
408.76,49.32001
408.91,43.12
409.06,38.65997
409.21,33.94
409.35,30.94
409.5,27
409.65,23.28003
409.8,19.56
409.95,16.67999
410.09,13.58002
410.24,12.20001
410.39,10.71997
410.54,10.14001
410.68,9.820007
410.83,8.440002
410.98,7.719971
411.13,7.23999
411.27,7.26001
411.42,6.880005
411.57,6.320007
411.72,6.73999
411.86,6.659973
412.01,6.73999
412.16,7
412.31,6.219971
412.45,5.960022
412.6,6.039978
412.75,6.119995
412.89,6.200012
413.04,5.97998
413.19,5.840027
413.34,5.919983
413.48,6.02002
413.63,5.97998
413.78,6.02002
413.92,6.039978
414.07,6.119995
414.22,6.02002
414.37,6.52002
414.51,6.140015
414.66,6.23999
414.81,6.039978
414.95,5.799988
415.1,7.380005
415.25,9.859985
415.39,13.21997
415.54,16.15997
415.69,18.02002
415.83,19.12
415.98,20.32001
416.13,18.85999
416.28,15.47998
416.42,13.67999
416.57,11.91998
416.72,10.96002
416.86,9.539978
417.01,8.460022
417.15,8.340027
417.3,7.719971
417.45,7.400024
417.59,6.840027
417.74,7.76001
417.89,7.820007
418.03,8.219971
418.18,8.02002
418.33,8.5
418.47,8.580017
418.62,9.97998
418.77,10.71997
418.91,9.960022
419.06,11.29999
419.2,11.88
419.35,13.59998
419.5,16.52002
419.64,20
419.79,22.84003
419.94,23.71997
420.08,23.62
420.23,22.78003
420.37,19.08002
420.52,15.38
420.67,12.65997
420.81,10.97998
420.96,9.359985
421.1,8.719971
421.25,8
421.4,7.340027
421.54,6.559998
421.69,6.599976
421.83,5.76001
421.98,5.599976
422.12,5.380005
422.27,5.580017
422.42,5.400024
422.56,5.23999
422.71,5.640015
422.85,5.640015
423,4.559998
423.14,4.97998
423.29,5.299988
423.44,5.080017
423.58,4.840027
423.73,5.299988
423.87,4.880005
424.02,4.539978
424.16,4.460022
424.31,4.640015
424.45,4.599976
424.6,4.599976
424.74,5.26001
424.89,5.919983
425.04,5.460022
425.18,5.640015
425.33,6.97998
425.47,8.539978
425.62,9.159973
425.76,10.35999
425.91,11.02002
426.05,12.02002
426.2,11.58002
426.34,10.67999
426.49,10.62
426.63,13.09998
426.78,30.38
426.92,53.40002
427.07,70.38
427.21,82.28003
427.36,91.29999
427.5,90.08002
427.65,84.94
427.79,66.32001
427.94,48.14001
428.08,39.64001
428.23,33.29999
428.37,30
428.52,26.12
428.66,21.59998
428.81,17.90002
428.95,15.26001
429.1,12.56
429.24,9.73999
429.38,10.84003
429.53,9.97998
429.67,10.91998
429.82,11.09998
429.96,12.21997
430.11,10.64001
430.25,9.900024
430.4,9.059998
430.54,6.679993
430.69,6.119995
430.83,5.359985
430.97,5.460022
431.12,4.880005
431.26,15.65997
431.41,43.5
431.55,71.91998
431.7,92.84003
431.84,107.5
431.98,114.6
432.13,110.9
432.27,96.26001
432.42,69.46002
432.56,47.82001
432.7,35.84003
432.85,30.29999
432.99,0
433.14,0
433.28,0
433.42,0
433.57,0.5200195
433.71,0.2999878
433.86,0.539978
434,0.9799805
434.14,1.900024
434.29,3.400024
434.43,4.419983
434.58,5.200012
434.72,6.52002
434.86,6.640015
435.01,7.599976
435.15,52.76001
435.29,202.16
435.44,359.9
435.58,489.5
435.72,577.5601
435.87,628.52
436.01,628.1
436.16,568.86
436.3,420.48
436.44,302.82
436.59,235.82
436.73,191.02
436.87,157.9
437.02,131.26
437.16,109.6
437.3,92.96002
437.45,79.79999
437.59,68.59998
437.73,58.71997
437.88,48.26001
438.02,38.85999
438.16,29.78003
438.31,20.56
438.45,14.02002
438.59,8.02002
438.74,4.460022
438.88,3.539978
439.02,1.059998
439.16,0.6799927
439.31,0
439.45,0
439.59,0
439.74,0
439.88,0
440.02,0
440.17,0
440.31,0
440.45,0
440.59,0
440.74,0
440.88,0
441.02,0
441.16,0
441.31,0
441.45,0
441.59,0
441.74,0
441.88,0
442.02,0
442.16,0
442.31,0
442.45,0
442.59,0
442.73,0
442.88,0
443.02,0
443.16,5.299988
443.3,4.780029
443.45,4.840027
443.59,5.919983
443.73,6.340027
443.87,7.700012
444.01,8.820007
444.16,8.52002
444.3,8.840027
444.44,8.880005
444.58,8.880005
444.73,10.20001
444.87,14.78003
445.01,20
445.15,24.06
445.29,27.06
445.44,28.35999
445.58,29.85999
445.72,30.64001
445.86,34.85999
446,39.82001
446.15,44.73999
446.29,48.52002
446.43,49.88
446.57,49.28003
446.71,44.91998
446.85,35.20001
447,28.02002
447.14,24.06
447.28,20.20001
447.42,17.59998
447.56,16.12
447.71,14.78003
447.85,13.59998
447.99,12.70001
448.13,11.67999
448.27,11.67999
448.41,10.38
448.55,9.679993
448.7,9.700012
448.84,8.76001
448.98,8.440002
449.12,7.940002
449.26,8.140015
449.4,7.340027
449.54,9.059998
449.69,14.53998
449.83,21.03998
449.97,25.84003
450.11,29.59998
450.25,31.76001
450.39,32.56
450.53,31.56
450.67,27.59998
450.82,21.23999
450.96,18.59998
451.1,17.12
451.24,14.71997
451.38,13.41998
451.52,12.03998
451.66,11.17999
451.8,9.320007
451.94,9
452.09,8.820007
452.23,8.780029
452.37,8.099976
452.51,7.419983
452.65,8.280029
452.79,7.26001
452.93,7.200012
453.07,6.859985
453.21,5.659973
453.35,5.679993
453.49,5.919983
453.63,6.599976
453.77,6.340027
453.92,4.880005
454.06,5.419983
454.2,5.140015
454.34,4.559998
454.48,6.039978
454.62,5.200012
454.76,4.659973
454.9,5.619995
455.04,6.719971
455.18,7
455.32,6.440002
455.46,5.820007
455.6,6.039978
455.74,4.960022
455.88,4.799988
456.02,4.840027
456.16,4.700012
456.3,4.419983
456.44,4.099976
456.58,4.140015
456.72,4.460022
456.86,4.159973
457,4.340027
457.14,3.02002
457.28,2.97998
457.42,2.76001
457.56,3.859985
457.7,3.599976
457.84,2.5
457.98,3.780029
458.12,2.840027
458.26,2.440002
458.4,3.200012
458.54,2.080017
458.68,3.26001
458.82,2.140015
458.96,3.23999
459.1,3.52002
459.24,3.159973
459.38,3.359985
459.52,2.900024
459.66,2.73999
459.8,2.719971
459.94,2.820007
460.08,2.359985
460.22,2.280029
460.36,3.059998
460.5,2.039978
460.64,2.460022
460.78,3.179993
460.92,2.359985
461.06,2.799988
461.2,2.539978
461.34,2.280029
461.48,1.599976
461.62,1.580017
461.76,1.179993
461.89,1.23999
462.03,2.099976
462.17,2.080017
462.31,1.23999
462.45,1.640015
462.59,2.679993
462.73,1.719971
462.87,1.799988
463.01,2.76001
463.15,2.340027
463.29,1.820007
463.43,1.26001
463.57,0.8599854
463.7,1.820007
463.84,1.059998
463.98,1.840027
464.12,1.02002
464.26,1.780029
464.4,0.960022
464.54,1.440002
464.68,0.6199951
464.82,1.200012
464.95,0.6599731
465.09,1.940002
465.23,1.780029
465.37,1.960022
465.51,0.5599976
465.65,1.47998
465.79,2.059998
465.93,1.099976
466.06,0.05999756
466.2,0.5599976
466.34,1.97998
466.48,1.700012
466.62,1.380005
466.76,1.47998
466.9,0.5200195
467.03,0.5800171
467.17,0.4799805
467.31,1.559998
467.45,1.200012
467.59,1.359985
467.73,0.7600098
467.87,1.700012
468,1.080017
468.14,1.380005
468.28,1.799988
468.42,1.26001
468.56,1.419983
468.7,1.640015
468.83,0.2399902
468.97,0.5599976
469.11,1.460022
469.25,1.320007
469.39,1.47998
469.52,0.7399902
469.66,1.659973
469.8,1.799988
469.94,2.140015
470.08,1.76001
470.21,1.539978
470.35,2.440002
470.49,2
470.63,2.26001
470.77,1.659973
470.9,1.700012
471.04,1.200012
471.18,0.5599976
471.32,0.5
471.45,1.719971
471.59,0.7000122
471.73,1.400024
471.87,0.7199707
472.01,1.02002
472.14,0.460022
472.28,0.7000122
472.42,1.219971
472.56,1.119995
472.69,1.640015
472.83,1.26001
472.97,1.440002
473.11,0.2199707
473.24,0.8800049
473.38,0.7999878
473.52,1.340027
473.66,1.440002
473.79,0.9000244
473.93,0.460022
474.07,0.7199707
474.21,0.2000122
474.34,1.400024
474.48,1.580017
474.62,1.219971
474.75,1.059998
474.89,1.299988
475.03,1.460022
475.17,0.9400024
475.3,0.7600098
475.44,1.460022
475.58,1
475.71,0.7399902
475.85,1.580017
475.99,1
476.13,0.9199829
476.26,1.219971
476.4,1.02002
476.54,1.559998
476.67,0.8599854
476.81,0.1199951
476.95,0.9000244
477.08,0.2199707
477.22,1.179993
477.36,1.280029
477.49,0.9199829
477.63,1.380005
477.77,1.059998
477.9,0
478.04,1.159973
478.18,1
478.31,1.140015
478.45,1.280029
478.59,1.320007
478.72,1.340027
478.86,0.960022
479,1.119995
479.13,0.8800049
479.27,1.73999
479.41,0
479.54,1.200012
479.68,1.039978
479.82,1.02002
479.95,1.380005
480.09,0.9000244
480.23,0.02001953
480.36,1.280029
480.5,1.059998
480.63,1.23999
480.77,1.719971
480.91,2
481.04,1.299988
481.18,2.539978
481.31,2.159973
481.45,1.820007
481.59,1.960022
481.72,1.859985
481.86,1.52002
482,0.3599854
482.13,0.4400024
482.27,0.6799927
482.4,0.6599731
482.54,1.5
482.68,1.359985
482.81,1.099976
482.95,1.099976
483.08,1.5
483.22,1.679993
483.35,1.26001
